Name,Critic_Score,cluster
Hannah Montana: Spotlight World Tour,0.0,86.0
Watch Dogs 2,0.0,86.0
Fighting Force,0.0,86.0
Resident Evil 6,0.0,86.0
LEGO Harry Potter: Years 5-7,0.0,86.0
Star Wars: The Force Unleashed,0.0,86.0
Combat,0.0,86.0
Lara Croft Tomb Raider: The Angel of Darkness,0.0,86.0
Star Wars Episode III: Revenge of the Sith,0.0,86.0
Ben 10: Protector of Earth,0.0,86.0
Star Wars Episode 1: Jedi Power Battles,0.0,86.0
LEGO Dimensions,0.0,86.0
LEGO Jurassic World,0.0,86.0
Lego Marvel Super Heroes,0.0,86.0
Transformers: The Game,0.0,86.0
LEGO Marvel Super Heroes 2,0.0,86.0
Hulk,0.0,86.0
Lego Marvel Super Heroes: Universe in Peril,0.0,86.0
Guinness World Records: The Videogame,0.0,86.0
Assassin's Creed Origins,0.0,86.0
Final Fight 2,0.0,86.0
LEGO Jurassic World,0.0,86.0
LEGO Marvel's Avengers,0.0,86.0
LEGO Jurassic World,0.0,86.0
LEGO Harry Potter: Years 5-7,0.0,86.0
Lego Marvel Super Heroes,0.0,86.0
Tom Clancy's Splinter Cell: Chaos Theory,0.0,86.0
Lego Batman 3: Beyond Gotham,0.0,86.0
Lego Batman 3: Beyond Gotham,0.0,86.0
Teenage Mutant Ninja Turtles,0.0,86.0
Teenage Mutant Ninja Turtles,0.0,86.0
Finding Nemo,0.0,86.0
Star Wars: The Force Unleashed,0.0,86.0
LEGO Harry Potter Collection,0.0,86.0
LEGO Dimensions,0.0,86.0
Warriors Orochi,0.0,86.0
For Honor,0.0,86.0
Disney Infinity 3.0,0.0,86.0
LEGO Jurassic World,0.0,86.0
Lego Batman 3: Beyond Gotham,0.0,86.0
Ben 10: Protector of Earth,0.0,86.0
Raft,0.0,86.0
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,0.0,86.0
LEGO Dimensions,0.0,86.0
Assassin's Creed The Ezio Collection,0.0,86.0
Prototype 2,0.0,86.0
LEGO Jurassic World,0.0,86.0
Prototype 2,0.0,86.0
Lego Marvel Super Heroes,0.0,86.0
Assassin's Creed: Revelations,0.0,86.0
Pirates of the Caribbean: At World's End,0.0,86.0
God Eater,0.0,86.0
Star Wars Episode III: Revenge of the Sith,0.0,86.0
Ultimate Spider-Man,0.0,86.0
Devil May Cry HD Collection,0.0,86.0
Ben 10: Protector of Earth,0.0,86.0
LEGO Dimensions,0.0,86.0
Dynasty Warriors 6,0.0,86.0
Star Wars: Obi-Wan,0.0,86.0
Prince of Persia: The Forgotten Sands,0.0,86.0
LEGO Harry Potter: Years 5-7,0.0,86.0
LEGO Marvel Super Heroes 2,0.0,86.0
Bakugan: Battle Brawlers,0.0,86.0
Finding Nemo,0.0,86.0
One Piece: Pirate Warriors 2,0.0,86.0
Resident Evil: Revelations 2,0.0,86.0
Toy Story 3: The Video Game,0.0,86.0
LEGO Dimensions,0.0,86.0
Warriors Orochi 3,0.0,86.0
Tomb Raider Chronicles,0.0,86.0
Iron Man,0.0,86.0
TMNT,0.0,86.0
Lost: Via Domus,0.0,86.0
Go Diego Go! Great Dinosaur Rescue,0.0,86.0
Transformers: The Game,0.0,86.0
The Lego Ninjago Movie Videogame,0.0,86.0
Resident Evil: Revelations 2,0.0,86.0
LEGO Marvel Super Heroes 2,0.0,86.0
Lego Marvel Super Heroes: Universe in Peril,0.0,86.0
Iron Man,0.0,86.0
LEGO Jurassic World,0.0,86.0
Disney Infinity 3.0,0.0,86.0
Assassin's Creed: Unity,0.0,86.0
Batman Begins,0.0,86.0
The Godfather (old US sales),0.0,86.0
Fighting Force 2,0.0,86.0
SpongeBob SquarePants: SuperSponge,0.0,86.0
Disney Infinity 3.0,0.0,86.0
Iron Man,0.0,86.0
Dragon Ball: Xenoverse 2,0.0,86.0
The Incredible Hulk: Ultimate Destruction,0.0,86.0
Disney Infinity 3.0,0.0,86.0
Guinness World Records: The Videogame,0.0,86.0
Mission: Impossible,0.0,86.0
Tomb Raider: Legend,0.0,86.0
One Piece: Pirate Warriors 3,0.0,86.0
Iron Man,0.0,86.0
Lego Batman 3: Beyond Gotham,0.0,86.0
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,0.0,86.0
Attack on Titan,0.0,86.0
Lost: Via Domus,0.0,86.0
The Mummy Returns,0.0,86.0
Rugrats in Paris: The Movie,0.0,86.0
Tomb Raider: Anniversary,0.0,86.0
The Escapists 2,0.0,86.0
LEGO Marvel's Avengers,0.0,86.0
Crash of the Titans,0.0,86.0
Go Diego Go! Great Dinosaur Rescue,0.0,86.0
Gauntlet Legends,0.0,86.0
Dragon Ball: Xenoverse 2,0.0,86.0
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,0.0,86.0
Disney Infinity 3.0,0.0,86.0
Crash of the Titans,0.0,86.0
Pirates of the Caribbean: At World's End,0.0,86.0
Teenage Mutant Ninja Turtles 2: Battle Nexus,0.0,86.0
Spawn: Armageddon,0.0,86.0
Lego Batman 3: Beyond Gotham,0.0,86.0
The Godfather (US sales),0.0,86.0
Star Wars The Clone Wars: Republic Heroes,0.0,86.0
Barbie: Groom and Glam Pups,0.0,86.0
Asura's Wrath,0.0,86.0
Bakugan: Battle Brawlers,0.0,86.0
LEGO Marvel's Avengers,0.0,86.0
Superman: Shadow of Apokolips,0.0,86.0
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,0.0,86.0
Double Pack: Finding Nemo / The Incredibles,0.0,86.0
Pirates of the Caribbean: At World's End,0.0,86.0
Tomb Raider: The Last Revelation,0.0,86.0
Crash of the Titans,0.0,86.0
Star Wars The Clone Wars: Republic Heroes,0.0,86.0
Superman: The New Superman Adventures,0.0,86.0
LEGO Harry Potter: Years 5-7,0.0,86.0
Minority Report: Everybody Runs,0.0,86.0
Transformers: The Game,0.0,86.0
The Lego Ninjago Movie Videogame,0.0,86.0
Ultimate Spider-Man,0.0,86.0
LEGO Marvel's Avengers,0.0,86.0
BattleTanx: Global Assault,0.0,86.0
Star Wars The Clone Wars: Republic Heroes,0.0,86.0
Blood Omen 2,0.0,86.0
Lego Marvel Super Heroes: Universe in Peril,0.0,86.0
Devil May Cry HD Collection,0.0,86.0
Scooby-Doo! and the Spooky Swamp,0.0,86.0
Warriors Orochi 2,0.0,86.0
Ultimate Spider-Man,0.0,86.0
Prince of Persia: The Forgotten Sands,0.0,86.0
Dynasty Warriors 9,0.0,86.0
Yakuza: Kiwami 2,0.0,86.0
Robots,0.0,86.0
Fist of The North Star: Lost Paradise,0.0,86.0
Saban's Power Rangers: Lightspeed Rescue,0.0,86.0
Toukiden,0.0,86.0
TMNT,0.0,86.0
Batman: Rise of Sin Tzu,0.0,86.0
Saban's Power Rangers: Lightspeed Rescue,0.0,86.0
One Piece: Pirate Warriors 3,0.0,86.0
Pirates of the Caribbean: At World's End,0.0,86.0
LEGO Jurassic World,0.0,86.0
Teenage Mutant Ninja Turtles,0.0,86.0
Pirates of the Caribbean: At World's End,0.0,86.0
Samurai Warriors 3Z,0.0,86.0
Sengoku Musou 3 Z,0.0,86.0
The Lego Ninjago Movie Videogame,0.0,86.0
Hulk,0.0,86.0
LEGO Harry Potter Collection,0.0,86.0
Lego Batman 3: Beyond Gotham,0.0,86.0
BattleTanx,0.0,86.0
Teenage Mutant Ninja Turtles 2: Battle Nexus,0.0,86.0
Power Rangers Samurai,0.0,86.0
Silent Hill HD Collection,0.0,86.0
Bratz: Girlz Really Rock,0.0,86.0
LEGO The Incredibles,0.0,86.0
Power Rangers Samurai,0.0,86.0
LEGO Marvel's Avengers,0.0,86.0
Kirby's Block Ball,0.0,86.0
Power Rangers: Time Force,0.0,86.0
Lego Batman 3: Beyond Gotham,0.0,86.0
Ultimate Spider-Man,0.0,86.0
Resident Evil: Revelations 2,0.0,86.0
LEGO Marvel's Avengers,0.0,86.0
Teenage Mutant Ninja Turtles,0.0,86.0
The Godfather: Dons Edition,0.0,86.0
LEGO Harry Potter: Years 5-7,0.0,86.0
Bladestorm: The Hundred Years' War,0.0,86.0
Hannah Montana: Spotlight World Tour,0.0,86.0
Silent Hill 2: Restless Dreams,0.0,86.0
Onechanbara Z2: Chaos,0.0,86.0
Indiana Jones and the Staff of Kings,0.0,86.0
Tak and the Guardians of Gross,0.0,86.0
Trouble In The Manor,0.0,86.0
Assassin's Creed The Ezio Collection,0.0,86.0
Tomb Raider: Legend (Weekly American and JP sales),0.0,86.0
Dynasty Warriors,0.0,86.0
G-Force,0.0,86.0
LEGO Jurassic World,0.0,86.0
Scooby-Doo! and the Spooky Swamp,0.0,86.0
Marvel Super Hero Squad: The Infinity Gauntlet,0.0,86.0
One Piece: Pirate Warriors 3,0.0,86.0
Asura's Wrath,0.0,86.0
Dynasty Warriors 7: Xtreme Legends,0.0,86.0
Sengoku Basara: Battle Heroes,0.0,86.0
The Penguins of Madagascar,0.0,86.0
Dynasty Warriors Next,0.0,86.0
Tokyo Jungle,0.0,86.0
Star Wars The Clone Wars: Republic Heroes,0.0,86.0
The Powerpuff Girls: Chemical X-Traction,0.0,86.0
Kung Fu Panda 2,0.0,86.0
Gex 64: Enter the Gecko,0.0,86.0
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,0.0,86.0
Dynasty Warriors 6,0.0,86.0
Indiana Jones and the Staff of Kings,0.0,86.0
Toukiden: The Age of Demons,0.0,86.0
Genma Onimusha,0.0,86.0
G-Police,0.0,86.0
The Escapists 2,0.0,86.0
Azurik: Rise of Perathia,0.0,86.0
Bakugan: Battle Brawlers,0.0,86.0
Bakugan: Battle Brawlers,0.0,86.0
The Godfather (US & Others sales),0.0,86.0
Buffy the Vampire Slayer,0.0,86.0
Dynasty Warriors Gundam Reborn,0.0,86.0
The Scorpion King: Rise of the Akkadian,0.0,86.0
Tom Clancy's Splinter Cell,0.0,86.0
The Incredible Hulk: Ultimate Destruction,0.0,86.0
Musou Orochi Z,0.0,86.0
Bratz: Girlz Really Rock,0.0,86.0
Rampage 2: Universal Tour,0.0,86.0
Saint Seiya: Sanctuary Battle,0.0,86.0
Kung Fu Panda 2,0.0,86.0
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,0.0,86.0
Gundam Battle Chronicle,0.0,86.0
Danball Senki Boost,0.0,86.0
Sengoku Basara 3 Utage,0.0,86.0
Mega Man 64,0.0,86.0
Rampage 2: Universal Tour,0.0,86.0
Marvel Super Hero Squad: The Infinity Gauntlet,0.0,86.0
Bladestorm: Nightmare,0.0,86.0
Aliens vs Predator: Requiem,0.0,86.0
LEGO Harry Potter: Years 5-7,0.0,86.0
LEGO Harry Potter Collection,0.0,86.0
Warriors Orochi 4,0.0,86.0
Shrek Superslam,0.0,86.0
Bratz: Forever Diamondz,0.0,86.0
Senran Kagura: Peach Beach Splash,0.0,86.0
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,0.0,86.0
Tenchu: Return From Darkness,0.0,86.0
LEGO Marvel's Avengers,0.0,86.0
Bratz: Girlz Really Rock,0.0,86.0
Batman Begins,0.0,86.0
Way of the Samurai 3,0.0,86.0
Barbie: Groom and Glam Pups,0.0,86.0
JSRF: Jet Set Radio Future,0.0,86.0
Devil May Cry HD Collection,0.0,86.0
The Last Airbender,0.0,86.0
Dynasty Warriors 8: Empires,0.0,86.0
LEGO Harry Potter: Years 5-7,0.0,86.0
Godzilla (2015),0.0,86.0
Sengoku Basara 2 Heroes,0.0,86.0
3rd Super Robot Wars Z: Tengoku-Hen,0.0,86.0
Disney's Tarzan,0.0,86.0
From Russia With Love,0.0,86.0
Marvel Super Hero Squad: Comic Combat,0.0,86.0
God Eater Resurrection,0.0,86.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.0,86.0
Power Rangers: Time Force,0.0,86.0
Warriors Orochi,0.0,86.0
Way of the Samurai 4,0.0,86.0
Predator: Concrete Jungle,0.0,86.0
SpongeBob's Surf & Skate Roadtrip,0.0,86.0
Chaotic: Shadow Warriors,0.0,86.0
Silent Hill HD Collection,0.0,86.0
LEGO Marvel's Avengers,0.0,86.0
Kenka Banchou 4: Ichinen Sensou,0.0,86.0
Disney's Meet the Robinsons,0.0,86.0
Samurai Warriors 2: Empires,0.0,86.0
Blood Omen 2,0.0,86.0
Chaotic: Shadow Warriors,0.0,86.0
Buffy the Vampire Slayer: Chaos Bleeds,0.0,86.0
Marvel Super Hero Squad: Comic Combat,0.0,86.0
The Last Airbender,0.0,86.0
Mobile Suit Gundam: Extreme VS Force,0.0,86.0
Hellboy: The Science of Evil,0.0,86.0
One Piece: Pirate Warriors 3,0.0,86.0
Marvel Super Hero Squad: Comic Combat,0.0,86.0
Splatterhouse,0.0,86.0
Toukiden,0.0,86.0
Biohazard: Revival Selection,0.0,86.0
Marvel Super Hero Squad: The Infinity Gauntlet,0.0,86.0
The Lord of the Rings: Aragorn's Quest,0.0,86.0
World Destruction League: Thunder Tanks,0.0,86.0
Resident Evil 6,0.0,86.0
Macross Ultimate Frontier,0.0,86.0
Hunter: The Reckoning Redeemer,0.0,86.0
James Cameron's Dark Angel,0.0,86.0
Spawn: Armageddon,0.0,86.0
Prototype: Biohazard Bundle,0.0,86.0
Nightmare Creatures II,0.0,86.0
World Destruction League: Thunder Tanks,0.0,86.0
Batman Beyond: Return of the Joker,0.0,86.0
Chaotic: Shadow Warriors,0.0,86.0
Pac-Man Championship Edition 2 + Arcade Game Series,0.0,86.0
Akiba's Trip: Undead & Undressed,0.0,86.0
Splatterhouse,0.0,86.0
Lara Croft and the Temple of Osiris,0.0,86.0
Beowulf: The Game,0.0,86.0
Warriors Orochi 3,0.0,86.0
Berserk and the Band of the Hawk,0.0,86.0
Dynasty Warriors 4,0.0,86.0
Rudolph the Red-Nosed Reindeer,0.0,86.0
Robots,0.0,86.0
Sengoku Basara: Chronicle Heroes,0.0,86.0
The Powerpuff Girls: Chemical X-Traction,0.0,86.0
Rudolph the Red-Nosed Reindeer,0.0,86.0
3rd Super Robot Wars Z: Tengoku-Hen,0.0,86.0
Shinobido 2: Revenge of Zen,0.0,86.0
Gundam Breaker 2,0.0,86.0
Jurassic Park: The Game,0.0,86.0
Tak and the Guardians of Gross,0.0,86.0
Dynasty Warriors 8: Empires,0.0,86.0
Ultimate Spider-Man,0.0,86.0
Prince of Persia: The Forgotten Sands,0.0,86.0
Fire Emblem Warriors,0.0,86.0
The Secret Saturdays: Beasts of the 5th Sun,0.0,86.0
Warriors Orochi 3,0.0,86.0
Marvel Super Hero Squad: The Infinity Gauntlet,0.0,86.0
Toukiden 2,0.0,86.0
The Escapists 2,0.0,86.0
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,0.0,86.0
Attack on Titan,0.0,86.0
Gundam Breaker 2,0.0,86.0
Toukiden 2,0.0,86.0
Batman Begins,0.0,86.0
Attack on Titan,0.0,86.0
Grabbed by the Ghoulies,0.0,86.0
Kid Adventures: Sky Captain,0.0,86.0
Power Rangers: Super Legends,0.0,86.0
Sengoku Musou 3 Empires,0.0,86.0
Kenka Banchou 5: Otoko no Housoku,0.0,86.0
The Lord of the Rings: Aragorn's Quest,0.0,86.0
Chikyuu Boueigun 2 Portable,0.0,86.0
Resident Evil: Revelations 2,0.0,86.0
Dino Crisis 3,0.0,86.0
Dynasty Warriors 7: Empires,0.0,86.0
Gundam Breaker 3,0.0,86.0
Nayuta no Kiseki,0.0,86.0
Resident Evil: Revelations 2,0.0,86.0
Samurai Warriors 4-II,0.0,86.0
Tales of the Heroes: Twin Brave,0.0,86.0
Hyperdimension Neptunia U: Action Unleashed,0.0,86.0
MegaTagmension Blanc + Neptune VS Zombies,0.0,86.0
Akiba's Trip: Undead & Undressed,0.0,86.0
NightCaster,0.0,86.0
"Crouching Tiger, Hidden Dragon",0.0,86.0
Otogi: Myth of Demons,0.0,86.0
Victorious: Time to Shine,0.0,86.0
Tom Clancy's Splinter Cell: Double Agent,0.0,86.0
Akiba's Trip: Undead & Undressed,0.0,86.0
Teenage Mutant Ninja Turtles 2: Battle Nexus,0.0,86.0
Onechanbara: Bikini Samurai Squad,0.0,86.0
Sengoku Basara 3 Utage,0.0,86.0
Dynasty Warriors Gundam Reborn,0.0,86.0
Assassin's Creed II: Deluxe Edition,0.0,86.0
Gladiator Begins,0.0,86.0
Prototype 2,0.0,86.0
Samurai Warriors 4-II,0.0,86.0
Mobile Suit GUNDAM SEED BATTLE DESTINY,0.0,86.0
Gundam Battle Royale,0.0,86.0
One Piece: Pirate Warriors 2,0.0,86.0
SpongeBob's Surf & Skate Roadtrip,0.0,86.0
Gundam Memories: Tatakai no Kioku,0.0,86.0
Legend of the Guardians: The Owls of Ga'Hoole,0.0,86.0
Macross Triangle Frontier,0.0,86.0
Samurai Warriors 4: Empires,0.0,86.0
Akiba's Trip: Undead & Undressed,0.0,86.0
Prince of Persia: Rival Swords,0.0,86.0
Buffy the Vampire Slayer: Chaos Bleeds,0.0,86.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.0,86.0
Legend of the Guardians: The Owls of Ga'Hoole,0.0,86.0
The Lord of the Rings: Aragorn's Quest,0.0,86.0
ToeJam & Earl III: Mission to Earth,0.0,86.0
Shin Sangoku Musou: Multi Raid 2,0.0,86.0
Batman: Dark Tomorrow,0.0,86.0
Batman: Rise of Sin Tzu,0.0,86.0
Prototype: Biohazard Bundle,0.0,86.0
Invizimals: The Lost Tribes,0.0,86.0
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,0.0,86.0
Shin Sangoku Musou 6 Special,0.0,86.0
Chopper Attack,0.0,86.0
Gundam Breaker 3,0.0,86.0
Hyperdimension Neptunia U: Action Unleashed,0.0,86.0
Hellboy: The Science of Evil,0.0,86.0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0.0,86.0
The Secret Saturdays: Beasts of the 5th Sun,0.0,86.0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0.0,86.0
Warriors Orochi 3,0.0,86.0
Busou Shinki: Battle Masters Mk. 2,0.0,86.0
Girls und Panzer: I Will Master Tankery,0.0,86.0
Power Rangers: Super Legends,0.0,86.0
Kenka Bancho Bros: Tokyo Battle Royale,0.0,86.0
Pac-Man Championship Edition 2 + Arcade Game Series,0.0,86.0
Macross 30: Voices across the Galaxy,0.0,86.0
Mobile Suit Gundam Unicorn,0.0,86.0
Shellshock,0.0,86.0
Warriors All-Stars,0.0,86.0
Mega Man Legacy Collection 2,0.0,86.0
Minority Report: Everybody Runs,0.0,86.0
Devil May Cry 4 Special Edition,0.0,86.0
Accel World vs. Sword Art Online: Millennium Twilight,0.0,86.0
Tom Clancy's Splinter Cell,0.0,86.0
Predator: Concrete Jungle,0.0,86.0
The Secret Saturdays: Beasts of the 5th Sun,0.0,86.0
Resident Evil: Revelations 2,0.0,86.0
Watchmen: The End is Nigh Part 1 & 2,0.0,86.0
Power Stone Collection,0.0,86.0
Code Lyoko: Quest for Infinity,0.0,86.0
Minority Report: Everybody Runs,0.0,86.0
Kung Fu Panda 2,0.0,86.0
Nights of Azure 2,0.0,86.0
Robots,0.0,86.0
Beowulf: The Game,0.0,86.0
Mind Quiz,0.0,86.0
New Legends,0.0,86.0
God Eater Resurrection,0.0,86.0
Project Eden,0.0,86.0
Dynasty Warriors 8: Empires,0.0,86.0
Legend of the Guardians: The Owls of Ga'Hoole,0.0,86.0
Viewtiful Joe: Red Hot Rumble,0.0,86.0
Crimson Sea,0.0,86.0
Lara Croft and the Temple of Osiris,0.0,86.0
Charlotte's Web,0.0,86.0
Bladestorm: Nightmare,0.0,86.0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0.0,86.0
Samurai Warriors Chronicles 3,0.0,86.0
The Secret Saturdays: Beasts of the 5th Sun,0.0,86.0
Ben 10 (2017),0.0,86.0
Ninjabread Man,0.0,86.0
Puella Magi Madoka Magica: The Battle Pentagram,0.0,86.0
Dynasty Warriors 9,0.0,86.0
Disney's Meet the Robinsons,0.0,86.0
Warhammer: Battle For Atluma,0.0,86.0
From Russia With Love,0.0,86.0
Superman: Shadow of Apokolips,0.0,86.0
Indycar Series 2005,0.0,86.0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0.0,86.0
Akiba's Beat,0.0,86.0
Dynasty Warriors 3,0.0,86.0
Kung Fu Panda: Legendary Warriors,0.0,86.0
Legend of the Guardians: The Owls of Ga'Hoole,0.0,86.0
Resident Evil 5,0.0,86.0
Gundam Battle Tactics,0.0,86.0
Samurai Warriors: Spirit of Sanada,0.0,86.0
Warriors Orochi 3,0.0,86.0
Attack on Titan,0.0,86.0
Busou Shinki: Battle Masters,0.0,86.0
James Cameron's Dark Angel,0.0,86.0
Tom Clancy's Splinter Cell: Chaos Theory,0.0,86.0
Loons: The Fight For Fame,0.0,86.0
Samurai Warriors Chronicles 3,0.0,86.0
Silent Hill: Origins,0.0,86.0
Samurai Warriors,0.0,86.0
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,0.0,86.0
Dynasty Warriors 8: Empires,0.0,86.0
Godzilla (2014),0.0,86.0
SG/ZH: School Girl/Zombie Hunter,0.0,86.0
Accel World vs. Sword Art Online: Millennium Twilight,0.0,86.0
Resident Evil 6,0.0,86.0
Spawn: Armageddon,0.0,86.0
Samurai Warriors 4: Empires,0.0,86.0
Samurai Warriors 4: Empires,0.0,86.0
Streets of Rage 3,0.0,86.0
Fist of the North Star: Ken's Rage 2,0.0,86.0
Ikki Tousen: Xross Impact,0.0,86.0
Ys vs. Sora no Kiseki: Alternative Saga,0.0,86.0
Girls und Panzer: Dream Tank Match,0.0,86.0
Tonka Rescue Patrol,0.0,86.0
Mystic Heroes,0.0,86.0
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,0.0,86.0
Batman: Rise of Sin Tzu,0.0,86.0
Prinny: Can I Really Be The Hero? (US sales),0.0,86.0
Samurai Warriors 4-II,0.0,86.0
Yomawari: Midnight Shadows,0.0,86.0
Resident Evil Director's Cut,0.0,86.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.0,86.0
Gun Showdown,0.0,86.0
Monster High: New Ghoul in School,0.0,86.0
Gintama Ranbu,0.0,86.0
The Lord of the Rings: Aragorn's Quest,0.0,86.0
Samurai Dou Portable,0.0,86.0
Blood Omen 2,0.0,86.0
Shin Sangoku Musou 5 Empires,0.0,86.0
GachiTora! Abarenbou Kyoushi in High School,0.0,86.0
Dynasty Warriors 5,0.0,86.0
Shin Sangoku Musou 5 Special,0.0,86.0
Otogi 2: Immortal Warriors,0.0,86.0
Mobile Suit Gundam Unicorn,0.0,86.0
Collar x Malice,0.0,86.0
Macross ? Scramble,0.0,86.0
Sengoku BASARA Sanada Yukimura-den,0.0,86.0
Ty the Tasmanian Tiger 3: Night of the Quinkan,0.0,86.0
Toukiden: The Age of Demons,0.0,86.0
Dynasty Warriors Vol. 2,0.0,86.0
NightCaster II: Equinox,0.0,86.0
The Escapists 2,0.0,86.0
Ben 10 (2017),0.0,86.0
Warriors All-Stars,0.0,86.0
Danny Phantom: Urban Jungle,0.0,86.0
World Trigger: Borderless Mission,0.0,86.0
Disney's Meet the Robinsons,0.0,86.0
Devil May Cry HD Collection,0.0,86.0
For Honor,0.0,86.0
Monster High: New Ghoul in School,0.0,86.0
Aegis of Earth: Protonovus Assault,0.0,86.0
Resident Evil 5,0.0,86.0
Sengoku BASARA Sanada Yukimura-den,0.0,86.0
Senran Kagura Burst Re:Newal,0.0,86.0
Way of the Samurai 2 Portable,0.0,86.0
Hellboy: The Science of Evil,0.0,86.0
LEGO Pirates of the Caribbean: The Video Game,0.0,86.0
Ookami Kakushi,0.0,86.0
Sengoku Musou 3 Z Special,0.0,86.0
Samurai Warriors 2: Empires,0.0,86.0
Toukiden 2,0.0,86.0
TMNT,0.0,86.0
Aegis of Earth: Protonovus Assault,0.0,86.0
Dynasty Warriors Vol. 2 (JP sales),0.0,86.0
Warriors Orochi 3,0.0,86.0
Gintama Ranbu,0.0,86.0
Minority Report: Everybody Runs,0.0,86.0
Rose to Tasogare no Kojou,0.0,86.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.0,86.0
Beatdown: Fists of Vengeance,0.0,86.0
Warriors Orochi 4,0.0,86.0
Bladestorm: Nightmare,0.0,86.0
Bounty Hounds,0.0,86.0
Akiba's Beat,0.0,86.0
Tomb Raider: Anniversary,0.0,86.0
Attack on Titan 2,0.0,86.0
Saru! Get You! SaruSaru Daisakusen,0.0,86.0
Prince of Persia: The Forgotten Sands,0.0,86.0
Fullmetal Alchemist: Brotherhood,0.0,86.0
Aegis of Earth: Protonovus Assault,0.0,86.0
Berserk and the Band of the Hawk,0.0,86.0
Code Lyoko: Quest for Infinity,0.0,86.0
Galleon: Islands of Mystery,0.0,86.0
Shin Sangoku Musou Online: Kamishou Ranbu,0.0,86.0
Utawarerumono Zan,0.0,86.0
Downstream Panic!,0.0,86.0
Planet of the Apes,0.0,86.0
Grid Runner,0.0,86.0
Samurai Warriors: Sanada Maru,0.0,86.0
Diabolik Lovers: Vandead Carnival,0.0,86.0
Yomawari: Midnight Shadows,0.0,86.0
Kung Fu Panda: Legendary Warriors,0.0,86.0
The Longest 5 Minutes,0.0,86.0
Monster High: New Ghoul in School,0.0,86.0
Samurai Warriors 2,0.0,86.0
Biohazard: Revival Selection,0.0,86.0
Dynasty Warriors 8: Empires,0.0,86.0
Crows: Burning Edge,0.0,86.0
Ben 10 (2017),0.0,86.0
Buffy the Vampire Slayer: Chaos Bleeds,0.0,86.0
BattleZone,0.0,86.0
Cladun Returns: This Is Sengoku!,0.0,86.0
Star Wars The Clone Wars: Republic Heroes,0.0,86.0
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,0.0,86.0
The Longest 5 Minutes,0.0,86.0
Bunmei Haruka: Aoiza Ibunroku,0.0,86.0
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,0.0,86.0
Rengoku II: The Stairway To H.E.A.V.E.N.,0.0,86.0
Samurai Warriors: Sanada Maru,0.0,86.0
Kingdom: Ikkitousen no Ken,0.0,86.0
Franklin's Great Adventures,0.0,86.0
Resident Evil: Revelations,0.0,86.0
Warriors Orochi 2,0.0,86.0
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",0.0,86.0
Knight's Apprentice: Memorick's Adventures,0.0,86.0
Disney's Meet the Robinsons,0.0,86.0
Onechanbara Special,0.0,86.0
Cladun Returns: This Is Sengoku!,0.0,86.0
Silent Bomber,0.0,86.0
Fist of the North Star: Ken's Rage 2,0.0,86.0
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,0.0,86.0
Mega Man Legacy Collection 2,0.0,86.0
Katekyoo Hitman Reborn! Kindan no Yami no Delta,0.0,86.0
Tom Clancy's Splinter Cell Classic Trilogy HD,0.0,86.0
Nano Diver,0.0,86.0
Lost: Via Domus,0.0,86.0
Ore wa Shoujo Mangaka,0.0,86.0
Nights of Azure 2,0.0,86.0
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),0.0,86.0
Let It Die,0.0,86.0
Aquaman: Battle for Atlantis,0.0,86.0
Bratz: Forever Diamondz,0.0,86.0
Fuun Shinsengumi Bakumatsuden Portable,0.0,86.0
Sengoku Basara 2 Heroes,0.0,86.0
Rainbow Islands: Revolution,0.0,86.0
Dinotopia: The Sunstone Odyssey,0.0,86.0
Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,0.0,86.0
Kenka Banchou Portable,0.0,86.0
Fallout Anthology,0.0,86.0
Monster High: New Ghoul in School,0.0,86.0
"Crouching Tiger, Hidden Dragon",0.0,86.0
Warriors Orochi 3,0.0,86.0
Tenchu San Portable,0.0,86.0
